Occurrences	Code
693	NPU12120
691	NPU27738
690	NPU27743
689	NPU53044
688	NPU53045
683	NPU16137
681	NPU13352
680	NPU59833
679	NPU12723
678	NPU13176
678	NPU12538
677	NPU19621
677	NPU10977
676	NPU10801
671	NPU01456
670	NPU13319
669	NPU28152
664	NPU10006
662	NPU14525
662	NPU01858
655	NPU13328
654	NPU11224
651	NPU12406
651	NPU11025
650	NPU13241
648	NPU13629
643	NPU12124
640	NPU53949
635	NPU18665
635	NPU10082
631	NPU17685
630	NPU57649
629	NPU28710
626	NPU04187
623	NPU59431
623	NPU28116
623	NPU12778
618	NPU26670
615	NPU28336
615	NPU20025
614	NPU28849
614	NPU13100
613	NPU19907
610	NPU16391
608	NPU26787
603	NPU29715
603	NPU17574
602	NPU13332
602	NPU12054
602	NPU03186
601	NPU29398
601	NPU29396
600	NPU29536
600	NPU29535
600	NPU29534
600	NPU29533
600	NPU29532
600	NPU29531
599	NPU19965
599	NPU19685
598	NPU29529
597	NPU29528
597	NPU12035
595	NPU18007
593	NPU21870
590	NPU13261
590	NPU08061
589	NPU27393
589	NPU21720
588	NPU29237
583	NPU13162
582	NPU29530
581	NPU28696
581	NPU19695
581	NPU12048
580	NPU12050
579	NPU17031
577	NPU29475
576	NPU01087
573	NPU12049
573	NPU10940
572	NPU09106
571	NPU53029
570	NPU27142
570	NPU14908
569	NPU18240
568	NPU29640
568	NPU27383
568	NPU27382
567	NPU28888
567	NPU27384
565	NPU53986
565	NPU13097
564	NPU28619
564	NPU11120
564	NPU10892
563	NPU10963
562	NPU27141
560	NPU29333
560	NPU16328
558	NPU26804
558	NPU22133
556	NPU54823
555	NPU58647
553	NPU56028
553	NPU28889
553	NPU28637
551	NPU56965
550	NPU27160
549	NPU28890
548	NPU20212
548	NPU19833
548	NPU10588
547	NPU13079
546	NPU03235
545	NPU58154
545	NPU27853
545	NPU26708
545	NPU11234
544	NPU56968
542	NPU27084
542	NPU13165
541	NPU57591
538	NPU29637
533	NPU29516
532	NPU04186
531	NPU57603
527	NPU27646
526	NPU29565
525	NPU19935
524	NPU18686
522	NPU29567
522	NPU28527
522	NPU16027
520	NPU11133
518	NPU27161
516	NPU20880
515	NPU29568
514	NPU57073
514	NPU54857
513	NPU59611
512	NPU12413
511	NPU28675
510	NPU18106
508	NPU04863
507	NPU29564
507	NPU27801
506	NPU57800
506	NPU57699
506	NPU57646
506	NPU56942
506	NPU29412
506	NPU29411
506	NPU29410
506	NPU28525
506	NPU18932
506	NPU18931
504	NPU13061
504	NPU12966
503	NPU57551
502	NPU29161
502	NPU19835
501	NPU29990
501	NPU29859
501	NPU29162
499	NPU28149
499	NPU19862
499	NPU08971
498	NPU09342
497	NPU28526
497	NPU27695
494	NPU29925
491	NPU18797
488	NPU57577
486	NPU57228
486	NPU28135
485	NPU54780
484	NPU62115
482	NPU29479
481	NPU26730
481	NPU12967
480	NPU54244
480	NPU10901
477	NPU38732
476	NPU02699
475	NPU10880
474	NPU21534
473	NPU28307
471	NPU28341
471	NPU04797
469	NPU58288
469	NPU26758
469	NPU16399
468	NPU28158
467	NPU54047
466	NPU22092
466	NPU19905
465	NPU53852
464	NPU60220
463	NPU28308
463	NPU19675
462	NPU53377
461	NPU13104
460	NPU06152
459	NPU27720
458	NPU27721
457	NPU59249
457	NPU27389
457	NPU01999
455	NPU27776
455	NPU11008
454	NPU29472
453	NPU13139
451	NPU29000
450	NPU28923
449	NPU27560
445	NPU28582
443	NPU28850
443	NPU08019
441	NPU23598
440	NPU29989
440	NPU19790
439	NPU16401
439	NPU13059
437	NPU13074
437	NPU10837
435	NPU01926
432	NPU54983
432	NPU20496
431	NPU10817
431	NPU03960
429	NPU60225
429	NPU53355
428	NPU21729
428	NPU19687
428	NPU18631
427	NPU13224
424	NPU10898
423	NPU28910
423	NPU17489
423	NPU10875
422	NPU29747
422	NPU28136
421	NPU27869
421	NPU27086
421	NPU19904
421	NPU13187
421	NPU10905
420	NPU29514
420	NPU29513
420	NPU27870
419	NPU13070
417	NPU27085
417	NPU04231
416	NPU20307
415	NPU28137
414	NPU56421
414	NPU12726
414	NPU12724
413	NPU12725
412	NPU18661
412	NPU03743
407	NPU27719
407	NPU19650
404	NPU29474
404	NPU18236
403	NPU28897
402	NPU19936
401	NPU57061
398	NPU28907
398	NPU13207
397	NPU13145
396	NPU28340
396	NPU03745
395	NPU57060
393	NPU54982
393	NPU21406
392	NPU57326
392	NPU10580
391	NPU10992
390	NPU14001
388	NPU59810
387	NPU28896
387	NPU13036
386	NPU57324
386	NPU28530
386	NPU02637
384	NPU57328
383	NPU28304
383	NPU28296
382	NPU28305
380	NPU27156
380	NPU19847
378	NPU27139
378	NPU14470
378	NPU03408
374	NPU10966
372	NPU48160
372	NPU20890
372	NPU19758
371	NPU10871
370	NPU59428
370	NPU29349
370	NPU27427
369	NPU59429
369	NPU20556
369	NPU13440
367	NPU26750
366	NPU27608
366	NPU22046
366	NPU10802
366	NPU03022
364	NPU26850
364	NPU22056
363	NPU53915
361	NPU29731
359	NPU27793
359	NPU11043
358	NPU19647
358	NPU17981
358	NPU13308
358	NPU13257
357	NPU17431
356	NPU17028
355	NPU11099
354	NPU13033
353	NPU11051
349	NPU27310
347	NPU28676
345	NPU22055
345	NPU11227
344	NPU28139
343	NPU19934
340	NPU29372
340	NPU26716
339	NPU13109
338	NPU13370
336	NPU54178
336	NPU20714
335	NPU10988
334	NPU29370
334	NPU09350
333	NPU53620
333	NPU28906
333	NPU28517
333	NPU12100
332	NPU59488
331	NPU24622
331	NPU09228
329	NPU13258
328	NPU58171
327	NPU27111
327	NPU10834
324	NPU56568
323	NPU56570
322	NPU18223
322	NPU18222
321	NPU54181
321	NPU19770
320	NPU59213
320	NPU28986
320	NPU14111
319	NPU56121
318	NPU29569
318	NPU29538
317	NPU11223
316	NPU19883
314	NPU57164
314	NPU13119
314	NPU13016
313	NPU26736
312	NPU11141
311	NPU13355
310	NPU27744
309	NPU28962
308	NPU54180
308	NPU27792
305	NPU11241
305	NPU11193
304	NPU53521
304	NPU53497
304	NPU53496
304	NPU29566
302	NPU13262
301	NPU13191
299	NPU21782
299	NPU13292
298	NPU23364
297	NPU17042
297	NPU12562
296	NPU16367
295	NPU27339
293	NPU19567
292	NPU13298
291	NPU18830
289	NPU11041
288	NPU26707
287	NPU20244
287	NPU10829
285	NPU11011
284	NPU27640
284	NPU18690
284	NPU04057
283	NPU18542
283	NPU04230
283	NPU03813
279	NPU27565
278	NPU29754
278	NPU20093
278	NPU13379
275	NPU28685
275	NPU19834
274	NPU11180
273	NPU57216
273	NPU13443
272	NPU28181
271	NPU58718
271	NPU28566
271	NPU21692
270	NPU18149
270	NPU18148
270	NPU18147
270	NPU18146
270	NPU18145
270	NPU11093
269	NPU60498
269	NPU18153
268	NPU29332
267	NPU57999
267	NPU11058
266	NPU27460
266	NPU17022
264	NPU10913
263	NPU29081
263	NPU18281
262	NPU28708
262	NPU13316
262	NPU13210
262	NPU13152
261	NPU28861
261	NPU10112
261	NPU09324
260	NPU58205
259	NPU27510
259	NPU20889
259	NPU19832
258	NPU28691
258	NPU11109
258	NPU10576
258	NPU01535
257	NPU53519
257	NPU27903
257	NPU11233
255	NPU29625
255	NPU28862
254	NPU16222
253	NPU29063
253	NPU27747
251	NPU29357
251	NPU29062
251	NPU13129
250	NPU27614
250	NPU27607
250	NPU27536
249	NPU11074
248	NPU10939
247	NPU57071
247	NPU10949
246	NPU29627
246	NPU18740
246	NPU18737
246	NPU14560
246	NPU13392
245	NPU54041
245	NPU10910
244	NPU28342
242	NPU14924
241	NPU27429
241	NPU22262
241	NPU20490
241	NPU18009
241	NPU13340
241	NPU13148
240	NPU13273
240	NPU10033
240	NPU04268
239	NPU27566
238	NPU12566
237	NPU27902
237	NPU20131
236	NPU13250
235	NPU28565
235	NPU19886
235	NPU13432
234	NPU27745
234	NPU20452
234	NPU13288
233	NPU29228
233	NPU29227
233	NPU19921
232	NPU54015
232	NPU54014
232	NPU28636
231	NPU53997
231	NPU18008
230	NPU53999
230	NPU29473
230	NPU28801
230	NPU13607
229	NPU53998
229	NPU28577
228	NPU54012
228	NPU27807
228	NPU13001
228	NPU10395
227	NPU28892
227	NPU01742
226	NPU04861
225	NPU54013
225	NPU28891
225	NPU26895
225	NPU13423
225	NPU13141
224	NPU26651
223	NPU27787
223	NPU27553
223	NPU10862
222	NPU21556
222	NPU20099
222	NPU12128
222	NPU04625
221	NPU28423
221	NPU27791
221	NPU27554
221	NPU02058
220	NPU17083
219	NPU20451
219	NPU13422
219	NPU04179
218	NPU28573
217	NPU27789
217	NPU11117
217	NPU09349
217	NPU08702
216	NPU22060
216	NPU22051
216	NPU18666
216	NPU18238
216	NPU11228
215	NPU03605
214	NPU29023
213	NPU27527
213	NPU22156
211	NPU29642
209	NPU28339
209	NPU18098
208	NPU13188
207	NPU58261
207	NPU27750
207	NPU13336
206	NPU27571
206	NPU27312
205	NPU29683
205	NPU29682
205	NPU20125
205	NPU18670
204	NPU28872
204	NPU26799
203	NPU18158
203	NPU11244
202	NPU29760
201	NPU29644
200	NPU29779
200	NPU27282
199	NPU27555
199	NPU16242
199	NPU08666
198	NPU58545
198	NPU53917
198	NPU26709
198	NPU02402
197	NPU53985
197	NPU26834
197	NPU03647
196	NPU58012
196	NPU27981
196	NPU03293
195	NPU18873
194	NPU29306
194	NPU29295
194	NPU26833
194	NPU14492
194	NPU08998
193	NPU18871
193	NPU14464
193	NPU13193
193	NPU09353
193	NPU04178
192	NPU18328
192	NPU14476
191	NPU57700
189	NPU09288
188	NPU13436
188	NPU13231
187	NPU28926
187	NPU27973
185	NPU58546
185	NPU26653
185	NPU21524
185	NPU18335
185	NPU11063
184	NPU54728
184	NPU18269
184	NPU08704
183	NPU60258
183	NPU58614
183	NPU54716
183	NPU27759
183	NPU27313
183	NPU19885
183	NPU18859
183	NPU18268
183	NPU01372
182	NPU27572
182	NPU26793
182	NPU17543
182	NPU13126
182	NPU10914
182	NPU04622
181	NPU28673
181	NPU14262
181	NPU12370
180	NPU12066
179	NPU14002
178	NPU28528
178	NPU27528
178	NPU11204
178	NPU10953
178	NPU04874
177	NPU58624
175	NPU29739
175	NPU29738
175	NPU29026
174	NPU29257
174	NPU29052
174	NPU18271
174	NPU16246
174	NPU11019
174	NPU10927
174	NPU08962
173	NPU29740
173	NPU27820
173	NPU11237
172	NPU27799
172	NPU13197
172	NPU08631
171	NPU22135
171	NPU11086
171	NPU04032
170	NPU36715
169	NPU61011
169	NPU57557
169	NPU17579
169	NPU11024
169	NPU08790
169	NPU01157
168	NPU28141
168	NPU27766
168	NPU27723
168	NPU18099
168	NPU03981
168	NPU03979
168	NPU03968
168	NPU03967
168	NPU03966
168	NPU02723
167	NPU29323
167	NPU27709
167	NPU17098
166	NPU28909
166	NPU27272
166	NPU18150
166	NPU10917
165	NPU54924
165	NPU10390
165	NPU03358
164	NPU29334
164	NPU27113
164	NPU26794
164	NPU19771
164	NPU13223
164	NPU10816
164	NPU04181
163	NPU27112
162	NPU18872
161	NPU27974
161	NPU17735
161	NPU14319
161	NPU13391
160	NPU28901
160	NPU18919
159	NPU29689
159	NPU29628
159	NPU17886
159	NPU10391
158	NPU26906
157	NPU29501
156	NPU28153
156	NPU20081
156	NPU10991
155	NPU27526
155	NPU13442
155	NPU11032
155	NPU10920
154	NPU29481
154	NPU29335
154	NPU22067
154	NPU18870
153	NPU27717
153	NPU20666
153	NPU18085
152	NPU28713
152	NPU17033
151	NPU53321
151	NPU53317
151	NPU29127
151	NPU14825
150	NPU27971
150	NPU21368
150	NPU20610
150	NPU11087
150	NPU02317
149	NPU27710
149	NPU18277
149	NPU17032
149	NPU13045
149	NPU01136
148	NPU60546
148	NPU28473
148	NPU28472
148	NPU28110
148	NPU10998
147	NPU13116
146	NPU29163
146	NPU13218
145	NPU19694
145	NPU11059
145	NPU02342
144	NPU58161
144	NPU27718
143	NPU28813
143	NPU21693
143	NPU13240
142	NPU29742
142	NPU13130
142	NPU08707
142	NPU08705
141	NPU60911
141	NPU29721
141	NPU29694
141	NPU27711
141	NPU27110
141	NPU13396
140	NPU28403
140	NPU20948
140	NPU20087
139	NPU29702
139	NPU28159
139	NPU03831
138	NPU27969
138	NPU22132
138	NPU12540
137	NPU29307
136	NPU12575
136	NPU10805
136	NPU04161
135	NPU28411
135	NPU12572
135	NPU10929
134	NPU59295
134	NPU22267
134	NPU13266
134	NPU02668
133	NPU27109
133	NPU26702
133	NPU26701
133	NPU18798
133	NPU17034
133	NPU11197
132	NPU13004
131	NPU54708
131	NPU27915
131	NPU22252
131	NPU22251
131	NPU08709
131	NPU04977
130	NPU22253
130	NPU19861
130	NPU18272
130	NPU18270
130	NPU13184
129	NPU19954
128	NPU28346
128	NPU20001
128	NPU17542
127	NPU57544
127	NPU11110
127	NPU01964
126	NPU58577
126	NPU20083
126	NPU12508
125	NPU13337
125	NPU03770
124	NPU28142
124	NPU27730
124	NPU13205
122	NPU58159
122	NPU58013
122	NPU28931
122	NPU27977
122	NPU14835
122	NPU03802
121	NPU57086
121	NPU29802
121	NPU13632
121	NPU13630
120	NPU28932
120	NPU11132
120	NPU10972
120	NPU02818
119	NPU27557
119	NPU18116
119	NPU14342
118	NPU11107
117	NPU59101
117	NPU56963
117	NPU02834
116	NPU10846
115	NPU26779
115	NPU04814
114	NPU58536
114	NPU28844
114	NPU28572
114	NPU18917
114	NPU13303
114	NPU13286
114	NPU13054
113	NPU28427
113	NPU26704
113	NPU21572
113	NPU13285
113	NPU12731
113	NPU11183
113	NPU03961
112	NPU29809
112	NPU21618
111	NPU29741
111	NPU27751
111	NPU24849
111	NPU20654
111	NPU11089
111	NPU10396
110	NPU57887
110	NPU18775
110	NPU13034
110	NPU04978
109	NPU27873
109	NPU27872
109	NPU27767
109	NPU26841
109	NPU13106
108	NPU29688
108	NPU29507
108	NPU27930
108	NPU20342
108	NPU13309
107	NPU54782
107	NPU29801
107	NPU13331
107	NPU13128
106	NPU27570
106	NPU18120
105	NPU28041
104	NPU28966
104	NPU28843
104	NPU26862
104	NPU11243
104	NPU10907
103	NPU59058
103	NPU29272
103	NPU21623
103	NPU20263
103	NPU20095
103	NPU17416
103	NPU17078
103	NPU13426
103	NPU10855
103	NPU08660
103	NPU04180
102	NPU58595
102	NPU57063
102	NPU28531
102	NPU11192
102	NPU03919
101	NPU53503
101	NPU29684
101	NPU27273
101	NPU10942
101	NPU04965
101	NPU01107
100	NPU22257
100	NPU19962
100	NPU08661
100	NPU01113
99	NPU57323
99	NPU21763
99	NPU18117
99	NPU14314
99	NPU11067
99	NPU10835
98	NPU57045
98	NPU53914
98	NPU29687
98	NPU22258
98	NPU01111
97	NPU19753
97	NPU13190
97	NPU03228
96	NPU29434
96	NPU17048
96	NPU17047
96	NPU11138
95	NPU62195
95	NPU18644
95	NPU10177
95	NPU10175
94	NPU26700
94	NPU13427
94	NPU02167
94	NPU01658
93	NPU60731
93	NPU29641
93	NPU29563
93	NPU29562
93	NPU29561
93	NPU29560
93	NPU19628
92	NPU61008
92	NPU61007
92	NPU29579
92	NPU27692
92	NPU10985
92	NPU09351
91	NPU29790
91	NPU20290
91	NPU20113
90	NPU29368
90	NPU28815
90	NPU28310
90	NPU26861
90	NPU19723
90	NPU12113
90	NPU11104
89	NPU54172
89	NPU29360
88	NPU58401
88	NPU29289
88	NPU20107
87	NPU28970
87	NPU27666
87	NPU27609
87	NPU27408
87	NPU13306
87	NPU11168
87	NPU10931
87	NPU02915
87	NPU01646
86	NPU27840
86	NPU27271
86	NPU21682
85	NPU29455
85	NPU19637
85	NPU13367
85	NPU13113
84	NPU29457
84	NPU13346
84	NPU13132
83	NPU57886
83	NPU56997
83	NPU54675
83	NPU28325
83	NPU26902
83	NPU20791
83	NPU18861
83	NPU18648
83	NPU13215
83	NPU10930
83	NPU01010
82	NPU29463
82	NPU29461
82	NPU27716
82	NPU21427
82	NPU20359
82	NPU11137
81	NPU29065
81	NPU28618
81	NPU26852
81	NPU21426
81	NPU10656
81	NPU02174
80	NPU54677
80	NPU54017
80	NPU29317
80	NPU27694
80	NPU27108
80	NPU18157
80	NPU14082
80	NPU03280
79	NPU54283
79	NPU54020
79	NPU54018
79	NPU29462
79	NPU29458
79	NPU26853
79	NPU21874
79	NPU20231
79	NPU17130
79	NPU13326
79	NPU12330
79	NPU10469
78	NPU58818
78	NPU29453
78	NPU29452
78	NPU29447
78	NPU28751
78	NPU27715
78	NPU27714
78	NPU27117
78	NPU18178
78	NPU13122
78	NPU10164
77	NPU29450
77	NPU18322
77	NPU13382
76	NPU27976
76	NPU10470
75	NPU21369
75	NPU13284
75	NPU11115
74	NPU28900
74	NPU20264
74	NPU17577
74	NPU14663
74	NPU10989
73	NPU27376
73	NPU17517
73	NPU13253
73	NPU01733
72	NPU53036
72	NPU29124
72	NPU28925
72	NPU27842
72	NPU27377
72	NPU19627
72	NPU11010
72	NPU10174
72	NPU10173
71	NPU28674
71	NPU27378
71	NPU20291
71	NPU12129
71	NPU01856
70	NPU58613
70	NPU29923
70	NPU29359
70	NPU03841
69	NPU28226
69	NPU27881
69	NPU27693
69	NPU10923
69	NPU02049
68	NPU58592
68	NPU56967
68	NPU29243
68	NPU19950
68	NPU17089
67	NPU58815
67	NPU29312
67	NPU28567
67	NPU27162
67	NPU27119
67	NPU27083
67	NPU26676
67	NPU19789
66	NPU28537
66	NPU19925
66	NPU13211
66	NPU12556
66	NPU10965
66	NPU04421
66	NPU04222
65	NPU58603
65	NPU28144
65	NPU22138
65	NPU22136
65	NPU20139
65	NPU20079
65	NPU17178
65	NPU17091
65	NPU13017
64	NPU27746
64	NPU22140
64	NPU17702
64	NPU13020
64	NPU10800
63	NPU58819
63	NPU28208
63	NPU20969
63	NPU20127
63	NPU20115
63	NPU19850
63	NPU18835
63	NPU01924
62	NPU57167
62	NPU27713
62	NPU27081
62	NPU17088
62	NPU11127
61	NPU26808
61	NPU22268
61	NPU13068
61	NPU11014
60	NPU53975
60	NPU18916
60	NPU13345
60	NPU12569
60	NPU11135
60	NPU10868
60	NPU09331
59	NPU29271
59	NPU29270
59	NPU29269
59	NPU29258
59	NPU20121
59	NPU17580
59	NPU10320
58	NPU28856
58	NPU17021
58	NPU12654
58	NPU12653
58	NPU12001
58	NPU10818
58	NPU08835
58	NPU08136
58	NPU08132
58	NPU08130
58	NPU08128
58	NPU01537
57	NPU56142
57	NPU56141
57	NPU27854
57	NPU11103
57	NPU11054
57	NPU10437
57	NPU10436
57	NPU10148
56	NPU29428
56	NPU29060
56	NPU28074
56	NPU28023
56	NPU27298
56	NPU14457
56	NPU11146
56	NPU10943
55	NPU57315
55	NPU29701
55	NPU28885
55	NPU28465
55	NPU18853
55	NPU11000
55	NPU10971
54	NPU29722
54	NPU13397
54	NPU13388
54	NPU10027
54	NPU04820
53	NPU57347
53	NPU29720
53	NPU29719
53	NPU29675
53	NPU27865
53	NPU27118
53	NPU20612
53	NPU18217
53	NPU13377
53	NPU12088
53	NPU03064
53	NPU02641
53	NPU01382
52	NPU60939
52	NPU58523
52	NPU28391
52	NPU27494
52	NPU26812
52	NPU21600
52	NPU11056
52	NPU10961
52	NPU10933
52	NPU10869
51	NPU58287
51	NPU28345
51	NPU27512
51	NPU27082
51	NPU26851
51	NPU20904
51	NPU20670
51	NPU20312
51	NPU10304
51	NPU04782
50	NPU58007
50	NPU57241
50	NPU56062
50	NPU29249
50	NPU29007
50	NPU18321
50	NPU13403
50	NPU10403
50	NPU10202
50	NPU04250
49	NPU54706
49	NPU54669
49	NPU29506
49	NPU28924
49	NPU20380
49	NPU20176
49	NPU14334
49	NPU01703
48	NPU57240
48	NPU56995
48	NPU28714
48	NPU28125
48	NPU27280
48	NPU18611
48	NPU13067
48	NPU01852
47	NPU54674
47	NPU28359
47	NPU26732
47	NPU20518
47	NPU18856
47	NPU11242
47	NPU10830
47	NPU03752
46	NPU59143
46	NPU29521
46	NPU28855
46	NPU28581
46	NPU20084
46	NPU13213
46	NPU13142
46	NPU11003
46	NPU10897
46	NPU04199
45	NPU59310
45	NPU57072
45	NPU28807
45	NPU28201
45	NPU13314
45	NPU08651
45	NPU08022
45	NPU08020
45	NPU03920
45	NPU01993
45	NPU01687
44	NPU59433
44	NPU59432
44	NPU57793
44	NPU13302
44	NPU11189
43	NPU61088
43	NPU57088
43	NPU56024
43	NPU56023
43	NPU54045
43	NPU54043
43	NPU18842
43	NPU18840
43	NPU11190
43	NPU11002
42	NPU57281
42	NPU29287
42	NPU28883
42	NPU28078
42	NPU27781
42	NPU18839
42	NPU10235
42	NPU10192
41	NPU58737
41	NPU58412
41	NPU56996
41	NPU56022
41	NPU53323
41	NPU29320
41	NPU29297
41	NPU29056
41	NPU27938
41	NPU20862
41	NPU20318
41	NPU20186
41	NPU16258
41	NPU11245
41	NPU11017
40	NPU58411
40	NPU56088
40	NPU27841
40	NPU10832
39	NPU53324
39	NPU28083
39	NPU28077
39	NPU27516
39	NPU22259
39	NPU21617
39	NPU20004
39	NPU13209
39	NPU11016
39	NPU01979
38	NPU59280
38	NPU54651
38	NPU53325
38	NPU29729
38	NPU29238
38	NPU28950
38	NPU28356
38	NPU28155
38	NPU20320
38	NPU20118
38	NPU19839
38	NPU18907
38	NPU11178
38	NPU11160
38	NPU02646
37	NPU54044
37	NPU28935
37	NPU28748
37	NPU21564
37	NPU20112
37	NPU18323
37	NPU12099
37	NPU11004
37	NPU10994
37	NPU02906
36	NPU29226
36	NPU28951
36	NPU27728
36	NPU13238
36	NPU11236
36	NPU11012
36	NPU03063
35	NPU56689
35	NPU28954
35	NPU28156
35	NPU27733
35	NPU17016
35	NPU12092
35	NPU11198
35	NPU03349
35	NPU01932
34	NPU57447
34	NPU57287
34	NPU54659
34	NPU28221
34	NPU27874
34	NPU27871
34	NPU19977
34	NPU18841
34	NPU10962
34	NPU10883
34	NPU03617
33	NPU54779
33	NPU27794
33	NPU26711
33	NPU13435
33	NPU10845
33	NPU04200
32	NPU60805
32	NPU60285
32	NPU56969
32	NPU56966
32	NPU29308
32	NPU28746
32	NPU28550
32	NPU28203
32	NPU28089
32	NPU27667
32	NPU26648
32	NPU21728
32	NPU20126
32	NPU19976
32	NPU13255
32	NPU11077
32	NPU10960
32	NPU04860
32	NPU03992
32	NPU03407
31	NPU60804
31	NPU60300
31	NPU58625
31	NPU29476
31	NPU29393
31	NPU29122
31	NPU21097
31	NPU20381
31	NPU20114
31	NPU19605
31	NPU14471
31	NPU13202
31	NPU13160
30	NPU57307
30	NPU29676
30	NPU29511
30	NPU26717
30	NPU20558
30	NPU13244
30	NPU12665
30	NPU10900
30	NPU10488
30	NPU10404
29	NPU59965
29	NPU54022
29	NPU29765
29	NPU29763
29	NPU29761
29	NPU29448
29	NPU29446
29	NPU29445
29	NPU29444
29	NPU29443
29	NPU29318
29	NPU29280
29	NPU29129
29	NPU29064
29	NPU28554
29	NPU28292
29	NPU20903
29	NPU17096
29	NPU11167
29	NPU11097
29	NPU04967
28	NPU59256
28	NPU59255
28	NPU59254
28	NPU58589
28	NPU54643
28	NPU29762
28	NPU28939
28	NPU27922
28	NPU21166
28	NPU20111
28	NPU14177
28	NPU13201
28	NPU11022
28	NPU10987
28	NPU10935
28	NPU10919
28	NPU10886
28	NPU10853
28	NPU10624
28	NPU10553
28	NPU10490
28	NPU10489
28	NPU04970
28	NPU04966
28	NPU01678
27	NPU57322
27	NPU53049
27	NPU29259
27	NPU28140
27	NPU27712
27	NPU20089
27	NPU18673
27	NPU17127
27	NPU13389
27	NPU13203
27	NPU10887
27	NPU10878
27	NPU08668
27	NPU03934
26	NPU62255
26	NPU61012
26	NPU58477
26	NPU57575
26	NPU57232
26	NPU56420
26	NPU54174
26	NPU29114
26	NPU28119
26	NPU27795
26	NPU22266
26	NPU20086
26	NPU18107
26	NPU11052
26	NPU10237
26	NPU02970
26	NPU01663
25	NPU56086
25	NPU29298
25	NPU28684
25	NPU28616
25	NPU28615
25	NPU28614
25	NPU28613
25	NPU27734
25	NPU21917
25	NPU21703
25	NPU17045
25	NPU14378
25	NPU12091
25	NPU11001
25	NPU10909
25	NPU03697
24	NPU29001
24	NPU28330
24	NPU24564
24	NPU12039
24	NPU11023
24	NPU10999
23	NPU57247
23	NPU29223
23	NPU28017
23	NPU28012
23	NPU27701
23	NPU27503
23	NPU21753
23	NPU18933
23	NPU13330
23	NPU13029
23	NPU01640
23	NPU01252
22	NPU56087
22	NPU29336
22	NPU29118
22	NPU28994
22	NPU28893
22	NPU28747
22	NPU28211
22	NPU28210
22	NPU28209
22	NPU27904
22	NPU27724
22	NPU27299
22	NPU18371
22	NPU17670
22	NPU17072
22	NPU14505
22	NPU13434
22	NPU12577
22	NPU12576
22	NPU11235
22	NPU11085
22	NPU01371
21	NPU60488
21	NPU57343
21	NPU29704
21	NPU29309
21	NPU29054
21	NPU28922
21	NPU28642
21	NPU27613
21	NPU18890
21	NPU17421
21	NPU13235
21	NPU13216
21	NPU13053
21	NPU10870
21	NPU10843
21	NPU10480
21	NPU10376
21	NPU10178
21	NPU10176
20	NPU57574
20	NPU29230
20	NPU29059
20	NPU28851
20	NPU28643
20	NPU28370
20	NPU27979
20	NPU27919
20	NPU21552
20	NPU20748
20	NPU18889
20	NPU17050
20	NPU16138
20	NPU11162
20	NPU11147
20	NPU11081
20	NPU11036
19	NPU29680
19	NPU29679
19	NPU29624
19	NPU29454
19	NPU29449
19	NPU28496
19	NPU28400
19	NPU28398
19	NPU17049
18	NPU62094
18	NPU57268
18	NPU56176
18	NPU54742
18	NPU29459
18	NPU28971
18	NPU28364
18	NPU28095
18	NPU28018
18	NPU27559
18	NPU20704
18	NPU18614
18	NPU16019
18	NPU13081
18	NPU12485
18	NPU11692
18	NPU11101
18	NPU11039
18	NPU10833
18	NPU10821
18	NPU04847
17	NPU57576
17	NPU56072
17	NPU54663
17	NPU29460
17	NPU29456
17	NPU29451
17	NPU28693
17	NPU28290
17	NPU28120
17	NPU27558
17	NPU26825
17	NPU26824
17	NPU26823
17	NPU26703
17	NPU22275
17	NPU22096
17	NPU21522
17	NPU20337
17	NPU20000
17	NPU18185
17	NPU14039
17	NPU13366
17	NPU13086
17	NPU13031
17	NPU11131
17	NPU11064
17	NPU10986
17	NPU10872
17	NPU08951
17	NPU08950
17	NPU08796
17	NPU02191
16	NPU58642
16	NPU57270
16	NPU28941
16	NPU28940
16	NPU28294
16	NPU27780
16	NPU27748
16	NPU27277
16	NPU27114
16	NPU18141
16	NPU18140
16	NPU18139
16	NPU18138
16	NPU18137
16	NPU17434
16	NPU10916
16	NPU10857
16	NPU10854
16	NPU08595
16	NPU02702
15	NPU57084
15	NPU53918
15	NPU29767
15	NPU29299
15	NPU29018
15	NPU28985
15	NPU28984
15	NPU28983
15	NPU28982
15	NPU28749
15	NPU28737
15	NPU28241
15	NPU27756
15	NPU26807
15	NPU16484
15	NPU13431
15	NPU13107
15	NPU10402
15	NPU08974
15	NPU04790
14	NPU60250
14	NPU58812
14	NPU58742
14	NPU58009
14	NPU57265
14	NPU53418
14	NPU29491
14	NPU28929
14	NPU28027
14	NPU21338
14	NPU21337
14	NPU21332
14	NPU21331
14	NPU21062
14	NPU20427
14	NPU20116
14	NPU13361
14	NPU13222
14	NPU13159
14	NPU13062
14	NPU11161
14	NPU10882
14	NPU09257
13	NPU58590
13	NPU58587
13	NPU58520
13	NPU58155
13	NPU54070
13	NPU54069
13	NPU53658
13	NPU29791
13	NPU28958
13	NPU28489
13	NPU28075
13	NPU21866
13	NPU21352
13	NPU21351
13	NPU21350
13	NPU21349
13	NPU21348
13	NPU21347
13	NPU21346
13	NPU21345
13	NPU21344
13	NPU21343
13	NPU21342
13	NPU21336
13	NPU21335
13	NPU21334
13	NPU21333
